Date,underlying_price,maturity,call_price,strike,put_price,moneyness_level
2019-06-03,2743.8,7.0,2.54,2815.0,65.05,1.025949413222538
2019-06-03,2743.8,7.0,1.9,2820.0,63.28,1.0277717034769298
2019-06-03,2743.8,7.0,1.9,2825.0,87.48,1.0295939937313214
2019-06-03,2743.8,7.0,1.25,2830.0,92.4,1.0314162839857133
2019-06-03,2743.8,7.0,1.15,2835.0,87.3,1.033238574240105
2019-06-03,2743.8,7.0,0.75,2840.0,89.9,1.0350608644944965
2019-06-03,2743.8,7.0,0.8,2845.0,0.0,1.0368831547488884
2019-06-03,2743.8,7.0,0.53,2850.0,94.85,1.03870544500328
2019-06-03,2743.8,7.0,0.4,2855.0,94.76,1.0405277352576718
2019-06-03,2743.8,7.0,0.3,2860.0,106.76,1.0423500255120635
2019-06-03,2743.8,7.0,0.35,2865.0,0.0,1.0441723157664553
2019-06-03,2743.8,7.0,0.13,2870.0,129.48,1.045994606020847
2019-06-03,2743.8,7.0,0.1,2875.0,114.28,1.0478168962752386
2019-06-03,2743.8,7.0,0.1,2880.0,139.37,1.0496391865296304
2019-06-03,2743.8,7.0,0.31,2885.0,0.0,1.051461476784022
2019-06-03,2743.8,7.0,0.08,2890.0,131.1,1.0532837670384139
2019-06-03,2743.8,7.0,21.45,2895.0,0.0,1.0551060572928055
2019-06-03,2743.8,7.0,0.05,2900.0,0.0,1.0569283475471973
2019-06-03,2743.8,7.0,0.05,2905.0,0.0,1.058750637801589
