Date,putcall_ratio
21/03/2012,2.7765
22/03/2012,2.4117
23/03/2012,2.4908
26/03/2012,1.7316
27/03/2012,2.4943
28/03/2012,2.5719
29/03/2012,1.7008
30/03/2012,2.4408
02/04/2012,1.6497
03/04/2012,1.7409
04/04/2012,1.799
05/04/2012,2.271
09/04/2012,2.3874
10/04/2012,1.5633
11/04/2012,1.9726
12/04/2012,1.9341
13/04/2012,2.1493
16/04/2012,1.5593
17/04/2012,1.4682
18/04/2012,2.6624
19/04/2012,1.6957
20/04/2012,1.5242
23/04/2012,1.0654
24/04/2012,2.5659
25/04/2012,1.4706
26/04/2012,1.1891
27/04/2012,1.8236
30/04/2012,2.0694
01/05/2012,1.665
02/05/2012,2.3326
03/05/2012,1.2687
04/05/2012,1.7556
07/05/2012,1.3453
08/05/2012,2.0176
09/05/2012,1.6683
10/05/2012,1.531
11/05/2012,2.4591
14/05/2012,2.6076
15/05/2012,2.3028
16/05/2012,2.3024
17/05/2012,2.4974
18/05/2012,2.1785
21/05/2012,1.7264
22/05/2012,1.6872
23/05/2012,1.8536
24/05/2012,1.5609
25/05/2012,2.1053
29/05/2012,1.6075
30/05/2012,2.1415
31/05/2012,2.1609
01/06/2012,2.6044
04/06/2012,2.1404
05/06/2012,2.1743
06/06/2012,2.1475
07/06/2012,1.3945
08/06/2012,1.2117
11/06/2012,1.5358
12/06/2012,1.5411
13/06/2012,1.9326
14/06/2012,1.368
15/06/2012,1.8423
18/06/2012,1.7344
19/06/2012,1.6301
20/06/2012,1.9758
21/06/2012,1.9588
22/06/2012,1.5325
25/06/2012,1.8697
26/06/2012,1.5154
27/06/2012,1.3777
28/06/2012,1.9177
29/06/2012,1.0623
02/07/2012,1.6681
03/07/2012,1.2645
05/07/2012,1.5856
06/07/2012,1.9052
09/07/2012,1.9967
10/07/2012,1.6616
11/07/2012,1.2145
12/07/2012,1.4637
13/07/2012,1.5339
16/07/2012,1.4884
17/07/2012,1.086
18/07/2012,1.4151
19/07/2012,1.2389
20/07/2012,2.0771
23/07/2012,1.3918
24/07/2012,2.0295
25/07/2012,1.3867
26/07/2012,1.5025
27/07/2012,1.1898
30/07/2012,1.0487
31/07/2012,1.0143
01/08/2012,1.2149
02/08/2012,1.2068
03/08/2012,1.1934
06/08/2012,1.4883
07/08/2012,1.344
08/08/2012,1.384
09/08/2012,1.7084
10/08/2012,1.4924
13/08/2012,2.1606
14/08/2012,1.7714
15/08/2012,1.1784
16/08/2012,1.0829
17/08/2012,1.5647
20/08/2012,2.4104
21/08/2012,1.2627
22/08/2012,2.026
23/08/2012,1.6257
24/08/2012,1.5602
27/08/2012,1.8575
28/08/2012,1.7973
29/08/2012,1.7446
30/08/2012,1.5074
31/08/2012,1.6643
04/09/2012,1.3506
05/09/2012,2.0645
06/09/2012,1.2134
07/09/2012,1.6422
10/09/2012,1.9765
11/09/2012,1.7978
12/09/2012,1.2013
13/09/2012,0.9629
14/09/2012,0.9854
17/09/2012,1.3321
18/09/2012,1.3753
19/09/2012,1.4238
20/09/2012,1.2183
21/09/2012,1.5261
24/09/2012,2.1125
25/09/2012,1.6445
26/09/2012,1.7073
27/09/2012,1.7839
28/09/2012,2.2141
01/10/2012,1.6676
02/10/2012,2.1678
03/10/2012,1.9649
04/10/2012,1.5481
05/10/2012,1.7358
08/10/2012,1.8192
09/10/2012,2.0374
10/10/2012,1.7418
11/10/2012,1.842
12/10/2012,2.0469
15/10/2012,1.5465
16/10/2012,1.0367
17/10/2012,1.742
18/10/2012,1.4059
19/10/2012,2.0171
22/10/2012,1.6498
23/10/2012,1.032
24/10/2012,1.5126
25/10/2012,1.645
26/10/2012,1.6294
31/10/2012,1.362
01/11/2012,1.8381
02/11/2012,1.3953
05/11/2012,1.3765
06/11/2012,1.4348
07/11/2012,1.2163
08/11/2012,1.5246
09/11/2012,2.1508
12/11/2012,1.6868
13/11/2012,1.2794
14/11/2012,1.9505
15/11/2012,1.8617
16/11/2012,1.638
19/11/2012,1.2632
20/11/2012,1.9946
21/11/2012,2.1687
23/11/2012,1.4386
26/11/2012,1.1923
27/11/2012,2.0766
28/11/2012,1.1389
29/11/2012,1.6507
30/11/2012,1.8291
03/12/2012,1.729
04/12/2012,1.8883
05/12/2012,1.5946
06/12/2012,1.8098
07/12/2012,1.1636
10/12/2012,1.5282
11/12/2012,0.9697
12/12/2012,1.5091
13/12/2012,1.3871
14/12/2012,1.631
17/12/2012,1.0835
18/12/2012,1.0917
19/12/2012,1.3869
20/12/2012,1.4647
21/12/2012,2.0257
24/12/2012,1.9462
26/12/2012,1.7817
27/12/2012,1.7289
28/12/2012,1.7161
31/12/2012,1.5244
02/01/2013,1.486
03/01/2013,1.216
04/01/2013,0.9972
07/01/2013,1.467
08/01/2013,2.0751
09/01/2013,1.3295
10/01/2013,1.1942
11/01/2013,1.3383
14/01/2013,1.559
15/01/2013,1.8048
16/01/2013,1.8489
17/01/2013,1.0237
18/01/2013,1.5108
22/01/2013,1.532
23/01/2013,1.4917
24/01/2013,1.301
25/01/2013,1.293
28/01/2013,1.5608
29/01/2013,1.7836
30/01/2013,2.4338
31/01/2013,1.9752
01/02/2013,1.9399
04/02/2013,1.9599
05/02/2013,1.7335
06/02/2013,1.8586
07/02/2013,1.7494
08/02/2013,1.5712
11/02/2013,1.9901
12/02/2013,1.3999
13/02/2013,1.8619
14/02/2013,1.3973
15/02/2013,2.0823
19/02/2013,1.8864
20/02/2013,2.1329
21/02/2013,1.5508
22/02/2013,1.8892
25/02/2013,2.1766
26/02/2013,1.7869
27/02/2013,1.7949
28/02/2013,1.8364
01/03/2013,1.9917
04/03/2013,2.1904
05/03/2013,1.2859
06/03/2013,1.228
07/03/2013,1.3913
08/03/2013,1.3468
11/03/2013,1.4183
12/03/2013,1.3831
13/03/2013,1.1482
14/03/2013,1.0921
15/03/2013,1.9222
18/03/2013,1.6426
19/03/2013,1.9872
20/03/2013,1.8281
21/03/2013,1.6326
22/03/2013,1.9572
25/03/2013,2.2972
26/03/2013,1.541
27/03/2013,1.2417
28/03/2013,1.4989
01/04/2013,1.2745
02/04/2013,1.294
03/04/2013,1.3807
04/04/2013,1.4318
05/04/2013,1.2854
08/04/2013,1.0857
09/04/2013,1.1074
10/04/2013,1.0133
11/04/2013,1.0782
12/04/2013,1.4144
15/04/2013,1.9037
16/04/2013,1.314
17/04/2013,2.0209
18/04/2013,1.4319
19/04/2013,1.5371
22/04/2013,1.7278
23/04/2013,1.2916
24/04/2013,1.3032
25/04/2013,1.4381
26/04/2013,1.5386
29/04/2013,1.6759
30/04/2013,1.6629
01/05/2013,1.5574
02/05/2013,1.6773
03/05/2013,1.0087
06/05/2013,1.038
07/05/2013,1.162
08/05/2013,1.0595
09/05/2013,1.2663
10/05/2013,1.6166
13/05/2013,1.2491
14/05/2013,1.0725
15/05/2013,0.8621
16/05/2013,1.5533
17/05/2013,1.4296
20/05/2013,1.463
21/05/2013,1.6334
22/05/2013,1.3284
23/05/2013,1.5116
24/05/2013,2.1354
28/05/2013,1.6011
29/05/2013,1.3547
30/05/2013,1.8712
31/05/2013,1.8335
03/06/2013,1.1884
04/06/2013,1.7947
05/06/2013,1.4463
06/06/2013,1.8612
07/06/2013,1.5808
10/06/2013,1.8022
11/06/2013,1.8381
12/06/2013,1.8769
13/06/2013,1.5904
14/06/2013,1.6562
17/06/2013,1.4846
18/06/2013,1.1005
19/06/2013,1.7496
20/06/2013,1.7587
21/06/2013,1.692
24/06/2013,1.464
25/06/2013,1.9968
26/06/2013,1.4832
27/06/2013,1.7199
28/06/2013,1.7254
01/07/2013,1.7099
02/07/2013,1.3215
03/07/2013,1.8061
05/07/2013,1.5034
08/07/2013,1.5179
09/07/2013,1.1311
10/07/2013,1.2478
11/07/2013,1.208
12/07/2013,1.3493
15/07/2013,1.2153
16/07/2013,1.7432
17/07/2013,1.4508
18/07/2013,1.1498
19/07/2013,1.3801
22/07/2013,2.293
23/07/2013,1.6229
24/07/2013,1.9064
25/07/2013,1.6524
26/07/2013,1.96
29/07/2013,1.9535
30/07/2013,1.3466
31/07/2013,1.65
01/08/2013,1.2454
02/08/2013,1.7366
05/08/2013,1.5836
06/08/2013,2.7729
07/08/2013,1.6714
08/08/2013,1.3506
09/08/2013,2.105
12/08/2013,1.4606
13/08/2013,1.2754
14/08/2013,1.7346
15/08/2013,1.4835
16/08/2013,1.9059
19/08/2013,1.7626
20/08/2013,1.7228
21/08/2013,2.4101
22/08/2013,1.6968
23/08/2013,2.0974
26/08/2013,1.9976
27/08/2013,1.7042
28/08/2013,1.1405
29/08/2013,1.8333
30/08/2013,2.119
03/09/2013,2.0315
04/09/2013,1.5444
05/09/2013,1.9845
06/09/2013,1.6058
09/09/2013,1.3208
10/09/2013,1.4347
11/09/2013,1.3993
12/09/2013,1.4044
13/09/2013,1.4504
16/09/2013,1.2232
17/09/2013,1.5507
18/09/2013,1.0359
19/09/2013,0.9592
20/09/2013,1.8007
23/09/2013,2.0942
24/09/2013,1.5194
25/09/2013,1.9895
26/09/2013,1.3541
27/09/2013,1.8464
30/09/2013,2.4034
01/10/2013,1.7899
02/10/2013,1.4314
03/10/2013,1.5427
04/10/2013,1.774
07/10/2013,2.0432
08/10/2013,1.5929
09/10/2013,1.6816
10/10/2013,1.446
11/10/2013,1.9046
14/10/2013,1.4437
15/10/2013,1.4826
16/10/2013,1.5872
17/10/2013,1.2396
18/10/2013,1.379
21/10/2013,1.5009
22/10/2013,1.0577
23/10/2013,1.8078
24/10/2013,1.5331
25/10/2013,1.6756
28/10/2013,1.5347
29/10/2013,1.6986
30/10/2013,1.3926
31/10/2013,1.5869
01/11/2013,1.5809
04/11/2013,1.6903
05/11/2013,1.3151
06/11/2013,1.3711
07/11/2013,1.5719
08/11/2013,1.74
11/11/2013,1.1626
12/11/2013,0.9703
13/11/2013,1.3384
14/11/2013,1.1133
15/11/2013,1.5805
18/11/2013,1.5468
19/11/2013,1.283
20/11/2013,2.213
21/11/2013,1.6704
22/11/2013,1.3359
25/11/2013,1.5318
26/11/2013,1.5863
27/11/2013,1.4243
29/11/2013,1.4294
02/12/2013,1.5849
03/12/2013,1.764
04/12/2013,1.6327
05/12/2013,1.4225
06/12/2013,1.8036
09/12/2013,1.4318
10/12/2013,1.8168
11/12/2013,1.2404
12/12/2013,1.3398
13/12/2013,2.073
16/12/2013,1.8797
17/12/2013,1.4416
18/12/2013,1.3418
19/12/2013,1.0029
20/12/2013,2.0795
23/12/2013,1.396
24/12/2013,1.2459
26/12/2013,1.0848
27/12/2013,1.058
30/12/2013,1.3153
31/12/2013,1.0429
02/01/2014,1.8041
03/01/2014,1.9589
06/01/2014,1.3972
07/01/2014,2.034
08/01/2014,1.7187
09/01/2014,1.6091
10/01/2014,1.4204
13/01/2014,1.6335
14/01/2014,1.1161
15/01/2014,1.1071
16/01/2014,1.5087
17/01/2014,2.2506
21/01/2014,2.0353
22/01/2014,3.2337
23/01/2014,2.0968
24/01/2014,1.9657
27/01/2014,1.8048
28/01/2014,1.6683
29/01/2014,1.6406
30/01/2014,1.6008
31/01/2014,2.0478
03/02/2014,1.8484
04/02/2014,1.888
05/02/2014,1.8982
06/02/2014,1.8624
07/02/2014,1.461
10/02/2014,1.4958
11/02/2014,1.5302
12/02/2014,1.3962
13/02/2014,1.3611
14/02/2014,1.3481
18/02/2014,1.3127
19/02/2014,1.8092
20/02/2014,1.9541
21/02/2014,1.4039
24/02/2014,1.3736
25/02/2014,1.704
26/02/2014,1.6867
27/02/2014,1.7626
28/02/2014,1.3997
03/03/2014,2.281
04/03/2014,1.8082
05/03/2014,2.0212
06/03/2014,1.6569
07/03/2014,1.7462
10/03/2014,2.2754
11/03/2014,1.4166
12/03/2014,1.7584
13/03/2014,1.4122
14/03/2014,2.5469
17/03/2014,1.5176
18/03/2014,1.8702
19/03/2014,1.4204
20/03/2014,1.7053
21/03/2014,1.9683
24/03/2014,1.8481
25/03/2014,1.7868
26/03/2014,1.9493
27/03/2014,1.6259
28/03/2014,1.8894
31/03/2014,1.3857
01/04/2014,2.1606
02/04/2014,1.1316
03/04/2014,1.2085
04/04/2014,1.7747
07/04/2014,1.5854
08/04/2014,1.6699
09/04/2014,1.4508
10/04/2014,1.6436
11/04/2014,1.9486
14/04/2014,2.6243
15/04/2014,1.5414
16/04/2014,1.4863
17/04/2014,1.4735
21/04/2014,1.7605
22/04/2014,1.1825
23/04/2014,1.7173
24/04/2014,1.6958
25/04/2014,2.5438
28/04/2014,1.3654
29/04/2014,1.344
30/04/2014,1.7556
01/05/2014,1.7199
02/05/2014,1.7943
05/05/2014,1.4956
06/05/2014,1.347
07/05/2014,1.2834
08/05/2014,1.4175
09/05/2014,1.5597
12/05/2014,1.3474
13/05/2014,1.2319
14/05/2014,1.7537
15/05/2014,1.4706
16/05/2014,1.7253
19/05/2014,2.2014
20/05/2014,2.1485
21/05/2014,2.1566
22/05/2014,1.5334
23/05/2014,1.3097
27/05/2014,1.9044
28/05/2014,1.727
29/05/2014,1.0247
30/05/2014,1.4694
02/06/2014,1.6742
03/06/2014,1.9864
04/06/2014,1.353
05/06/2014,1.1711
06/06/2014,1.3602
09/06/2014,1.1964
10/06/2014,1.6561
11/06/2014,1.5395
12/06/2014,1.7286
13/06/2014,1.8073
16/06/2014,2.1516
17/06/2014,1.8773
18/06/2014,1.9404
19/06/2014,1.5536
20/06/2014,1.8862
23/06/2014,2.0245
24/06/2014,1.8932
25/06/2014,2.0471
26/06/2014,2.0654
27/06/2014,2.0129
30/06/2014,2.3096
01/07/2014,1.3316
02/07/2014,1.7961
03/07/2014,1.8822
07/07/2014,2.4879
08/07/2014,1.9497
09/07/2014,2.4929
10/07/2014,1.8546
11/07/2014,2.6097
14/07/2014,1.4488
15/07/2014,1.6488
16/07/2014,2.2402
17/07/2014,2.1214
18/07/2014,2.4274
21/07/2014,2.7191
22/07/2014,1.6395
23/07/2014,1.4247
24/07/2014,1.9566
25/07/2014,2.511
28/07/2014,1.8584
29/07/2014,1.7818
30/07/2014,1.5874
31/07/2014,1.9479
01/08/2014,2.3565
04/08/2014,2.7009
05/08/2014,2.3579
06/08/2014,2.2242
07/08/2014,2.0365
08/08/2014,2.1761
11/08/2014,2.0635
12/08/2014,1.7936
13/08/2014,1.5251
14/08/2014,1.8447
15/08/2014,2.713
18/08/2014,1.6395
19/08/2014,1.748
20/08/2014,1.2104
21/08/2014,1.4873
22/08/2014,2.1518
25/08/2014,1.3849
26/08/2014,1.2389
27/08/2014,1.5694
28/08/2014,1.6823
29/08/2014,2.3853
02/09/2014,1.7621
03/09/2014,1.5313
04/09/2014,1.4651
05/09/2014,2.003
08/09/2014,1.5887
09/09/2014,2.2846
10/09/2014,2.6353
11/09/2014,2.0497
12/09/2014,2.0715
15/09/2014,2.1934
16/09/2014,1.4026
17/09/2014,1.493
18/09/2014,1.5689
19/09/2014,2.0693
22/09/2014,1.6241
23/09/2014,2.1062
24/09/2014,1.4994
25/09/2014,1.7876
26/09/2014,2.4667
29/09/2014,2.7771
30/09/2014,2.1086
01/10/2014,1.8311
02/10/2014,1.5516
03/10/2014,2.0212
06/10/2014,2.0501
07/10/2014,2.0906
08/10/2014,1.5918
09/10/2014,2.0892
10/10/2014,2.4369
13/10/2014,2.3831
14/10/2014,2.4023
15/10/2014,2.457
16/10/2014,2.1338
17/10/2014,2.7397
20/10/2014,2.2962
21/10/2014,1.8718
22/10/2014,2.2172
23/10/2014,1.4111
24/10/2014,1.6784
27/10/2014,1.7318
28/10/2014,1.6577
29/10/2014,1.4113
30/10/2014,1.8489
31/10/2014,1.0358
03/11/2014,1.6267
04/11/2014,1.3998
05/11/2014,1.4735
06/11/2014,1.2484
07/11/2014,1.6369
10/11/2014,1.7557
11/11/2014,1.6169
12/11/2014,1.3155
13/11/2014,1.461
14/11/2014,1.7299
17/11/2014,1.8555
18/11/2014,1.4524
19/11/2014,1.7929
20/11/2014,2.1624
21/11/2014,1.5806
24/11/2014,1.6827
25/11/2014,2.0678
26/11/2014,1.585
28/11/2014,2.3088
01/12/2014,2.485
02/12/2014,2.0066
03/12/2014,1.2398
04/12/2014,1.7708
05/12/2014,1.9208
08/12/2014,2.1142
09/12/2014,1.9412
10/12/2014,1.9918
11/12/2014,1.7917
12/12/2014,2.4932
15/12/2014,2.4606
16/12/2014,2.0368
17/12/2014,2.6295
18/12/2014,1.054
19/12/2014,1.6966
22/12/2014,1.5349
23/12/2014,1.8497
24/12/2014,1.6247
26/12/2014,1.0943
29/12/2014,1.3375
30/12/2014,1.8046
31/12/2014,1.4753
02/01/2015,2.6003
05/01/2015,2.1918
06/01/2015,1.9188
07/01/2015,1.5914
08/01/2015,1.7127
09/01/2015,2.0399
12/01/2015,2.3915
13/01/2015,1.5781
14/01/2015,1.9957
15/01/2015,1.7078
16/01/2015,2.1522
20/01/2015,2.0328
21/01/2015,2.0261
22/01/2015,1.8605
23/01/2015,1.9269
26/01/2015,1.7965
27/01/2015,1.8526
28/01/2015,1.7789
29/01/2015,1.9886
30/01/2015,2.5322
02/02/2015,1.6277
03/02/2015,1.9433
04/02/2015,2.2517
05/02/2015,1.7288
06/02/2015,1.7622
09/02/2015,1.8963
10/02/2015,1.6849
11/02/2015,1.8508
12/02/2015,1.5616
13/02/2015,1.966
17/02/2015,1.74
18/02/2015,2.1942
19/02/2015,1.4604
20/02/2015,1.7755
23/02/2015,1.5474
24/02/2015,2.0754
25/02/2015,1.8885
26/02/2015,1.9726
27/02/2015,2.0305
02/03/2015,1.9719
03/03/2015,2.5401
04/03/2015,1.9798
05/03/2015,2.0358
06/03/2015,2.1453
09/03/2015,2.0726
10/03/2015,1.6703
11/03/2015,2.2623
12/03/2015,1.8999
13/03/2015,2.0947
16/03/2015,1.7917
17/03/2015,1.5029
18/03/2015,2.2123
19/03/2015,1.3948
20/03/2015,1.5652
23/03/2015,1.9132
24/03/2015,1.9681
25/03/2015,2.0733
26/03/2015,1.8176
27/03/2015,1.8887
30/03/2015,2.1193
31/03/2015,1.6889
01/04/2015,2.2349
02/04/2015,1.8957
06/04/2015,2.0885
07/04/2015,1.5846
08/04/2015,2.1651
09/04/2015,1.8815
10/04/2015,2.0431
13/04/2015,1.5453
14/04/2015,1.9006
15/04/2015,1.5297
16/04/2015,1.6174
17/04/2015,2.4584
20/04/2015,2.0118
21/04/2015,1.7195
22/04/2015,2.0123
23/04/2015,2.1572
24/04/2015,1.4429
27/04/2015,2.0124
28/04/2015,1.5302
29/04/2015,1.8456
30/04/2015,2.1427
01/05/2015,1.8671
04/05/2015,2.3793
05/05/2015,2.1429
06/05/2015,1.8614
07/05/2015,1.6645
08/05/2015,1.6581
11/05/2015,1.9695
12/05/2015,2.74
13/05/2015,1.905
14/05/2015,1.3252
15/05/2015,2.3943
18/05/2015,1.8521
19/05/2015,1.5428
20/05/2015,2.3208
21/05/2015,1.568
22/05/2015,1.9675
26/05/2015,1.9609
27/05/2015,1.6028
28/05/2015,2.1674
29/05/2015,2.6658
01/06/2015,1.7111
02/06/2015,2.4456
03/06/2015,1.8001
04/06/2015,2.9818
05/06/2015,2.148
08/06/2015,1.925
09/06/2015,2.0873
10/06/2015,2.0137
11/06/2015,1.955
12/06/2015,1.9127
15/06/2015,1.8048
16/06/2015,1.5813
17/06/2015,2.1454
18/06/2015,1.3067
19/06/2015,2.4732
22/06/2015,1.8752
23/06/2015,2.3395
24/06/2015,1.9067
25/06/2015,1.7394
26/06/2015,1.8675
29/06/2015,2.6267
30/06/2015,2.035
01/07/2015,2.2622
02/07/2015,2.3319
06/07/2015,1.986
07/07/2015,1.6446
08/07/2015,3.1093
09/07/2015,2.2862
10/07/2015,1.9018
13/07/2015,2.1179
14/07/2015,1.5207
15/07/2015,1.5848
16/07/2015,1.2475
17/07/2015,1.994
20/07/2015,1.6931
21/07/2015,1.8313
22/07/2015,2.0398
23/07/2015,1.6771
24/07/2015,2.5714
27/07/2015,2.4329
28/07/2015,1.8992
29/07/2015,1.7488
30/07/2015,1.4163
31/07/2015,2.2559
03/08/2015,1.8572
04/08/2015,2.1166
05/08/2015,2.0966
06/08/2015,1.8212
07/08/2015,2.0637
10/08/2015,1.847
11/08/2015,2.0972
12/08/2015,1.9057
13/08/2015,2.1706
14/08/2015,2.2562
17/08/2015,1.5138
18/08/2015,1.5695
19/08/2015,1.8859
20/08/2015,2.3356
21/08/2015,3.4166
24/08/2015,3.7699
25/08/2015,2.3902
26/08/2015,2.5202
27/08/2015,2.1978
28/08/2015,2.1258
31/08/2015,2.3904
01/09/2015,2.5324
02/09/2015,2.4782
03/09/2015,1.7299
04/09/2015,2.8949
08/09/2015,1.7675
09/09/2015,1.9544
10/09/2015,1.7509
11/09/2015,1.9519
14/09/2015,1.6072
15/09/2015,1.453
16/09/2015,1.9713
17/09/2015,1.479
18/09/2015,1.833
21/09/2015,1.993
22/09/2015,1.6484
23/09/2015,1.5134
24/09/2015,1.5664
25/09/2015,2.0758
28/09/2015,2.0383
29/09/2015,1.8751
30/09/2015,1.5249
01/10/2015,1.5547
02/10/2015,1.9685
05/10/2015,1.524
06/10/2015,1.7668
07/10/2015,1.6548
08/10/2015,1.363
09/10/2015,1.2113
12/10/2015,1.9554
13/10/2015,1.5321
14/10/2015,1.8466
15/10/2015,1.7713
16/10/2015,2.2001
19/10/2015,1.634
20/10/2015,1.6314
21/10/2015,1.917
22/10/2015,1.2093
23/10/2015,1.1376
26/10/2015,1.4193
27/10/2015,1.6271
28/10/2015,1.1934
29/10/2015,1.1352
30/10/2015,1.8896
02/11/2015,1.5368
03/11/2015,1.2331
04/11/2015,1.4589
05/11/2015,1.9211
06/11/2015,1.8782
09/11/2015,2.6609
10/11/2015,1.5513
11/11/2015,2.0548
12/11/2015,2.1373
13/11/2015,2.1939
16/11/2015,1.6781
17/11/2015,1.8847
18/11/2015,2.2407
19/11/2015,1.4177
20/11/2015,2.1585
23/11/2015,2.467
24/11/2015,2.4731
25/11/2015,2.4084
27/11/2015,2.0826
30/11/2015,2.6998
01/12/2015,2.2419
02/12/2015,1.7992
03/12/2015,2.0879
04/12/2015,1.6935
07/12/2015,2.0687
08/12/2015,1.3717
09/12/2015,1.7459
10/12/2015,2.096
11/12/2015,2.1827
14/12/2015,2.6282
15/12/2015,1.8096
16/12/2015,1.6646
17/12/2015,1.6948
18/12/2015,2.2538
21/12/2015,1.9731
22/12/2015,2.1304
23/12/2015,1.709
24/12/2015,2.0914
28/12/2015,1.9381
29/12/2015,1.7946
30/12/2015,2.5179
31/12/2015,2.0291
04/01/2016,1.8314
05/01/2016,2.1311
06/01/2016,1.9702
07/01/2016,2.368
08/01/2016,2.2599
11/01/2016,2.3021
12/01/2016,1.6586
13/01/2016,2.0426
14/01/2016,1.7964
15/01/2016,2.3245
19/01/2016,1.9037
20/01/2016,2.451
21/01/2016,1.6636
22/01/2016,1.6627
25/01/2016,1.7101
26/01/2016,1.304
27/01/2016,1.4791
28/01/2016,1.8951
29/01/2016,1.5231
01/02/2016,1.7944
02/02/2016,1.7537
03/02/2016,1.6362
04/02/2016,2.2406
05/02/2016,1.8746
08/02/2016,1.8567
09/02/2016,2.0121
10/02/2016,1.7557
11/02/2016,1.9546
12/02/2016,1.9181
16/02/2016,2.0145
17/02/2016,1.9028
18/02/2016,1.6743
19/02/2016,2.0718
22/02/2016,1.7751
23/02/2016,2.6328
24/02/2016,1.9361
25/02/2016,1.7891
26/02/2016,1.5991
29/02/2016,1.8716
01/03/2016,1.2549
02/03/2016,1.8053
03/03/2016,1.247
04/03/2016,1.2538
07/03/2016,1.7426
08/03/2016,1.8504
09/03/2016,1.511
10/03/2016,1.7945
11/03/2016,1.2197
14/03/2016,1.5393
15/03/2016,1.3861
16/03/2016,1.5704
17/03/2016,1.0666
18/03/2016,1.3107
21/03/2016,1.549
22/03/2016,1.6458
23/03/2016,1.4416
24/03/2016,1.9265
28/03/2016,1.515
29/03/2016,1.5134
30/03/2016,1.077
31/03/2016,2.037
01/04/2016,1.5237
04/04/2016,1.4246
05/04/2016,1.7066
06/04/2016,1.8106
07/04/2016,1.5454
08/04/2016,1.9695
11/04/2016,1.6416
12/04/2016,1.3705
13/04/2016,1.0886
14/04/2016,1.2925
15/04/2016,1.8108
18/04/2016,1.9399
19/04/2016,1.2589
20/04/2016,1.5973
21/04/2016,1.5354
22/04/2016,1.9537
25/04/2016,1.5164
26/04/2016,1.5482
27/04/2016,1.5719
28/04/2016,1.5538
29/04/2016,1.7709
02/05/2016,1.491
03/05/2016,1.8825
04/05/2016,1.3201
05/05/2016,2.0527
06/05/2016,1.758
09/05/2016,2.461
10/05/2016,1.5661
11/05/2016,1.8909
12/05/2016,2.0055
13/05/2016,2.0583
16/05/2016,1.4327
17/05/2016,1.5104
18/05/2016,1.6241
19/05/2016,1.8296
20/05/2016,1.4943
23/05/2016,2.0283
24/05/2016,1.5029
25/05/2016,1.247
26/05/2016,1.6079
27/05/2016,1.4717
31/05/2016,1.8285
01/06/2016,1.8151
02/06/2016,1.5953
03/06/2016,1.2374
06/06/2016,1.6519
07/06/2016,1.3012
08/06/2016,1.3734
09/06/2016,1.5299
10/06/2016,1.8592
13/06/2016,2.0057
14/06/2016,1.9831
15/06/2016,2.3522
16/06/2016,1.8664
17/06/2016,1.9374
20/06/2016,1.7999
21/06/2016,2.0381
22/06/2016,1.4329
23/06/2016,1.798
24/06/2016,2.0177
27/06/2016,1.5219
28/06/2016,1.6202
29/06/2016,1.6037
30/06/2016,1.6633
01/07/2016,1.8915
05/07/2016,2.0979
06/07/2016,1.7289
07/07/2016,1.599
08/07/2016,1.0763
11/07/2016,0.9745
12/07/2016,1.0288
13/07/2016,1.2771
14/07/2016,0.9493
15/07/2016,1.5591
18/07/2016,1.586
19/07/2016,1.5869
20/07/2016,1.2602
21/07/2016,1.6792
22/07/2016,1.6424
25/07/2016,1.3808
26/07/2016,1.5519
27/07/2016,1.3255
28/07/2016,1.5075
29/07/2016,1.755
01/08/2016,1.8473
02/08/2016,1.5108
03/08/2016,2.0492
04/08/2016,1.8489
05/08/2016,1.5816
08/08/2016,1.469
09/08/2016,1.618
10/08/2016,1.5032
11/08/2016,1.5697
12/08/2016,1.5257
15/08/2016,1.3874
16/08/2016,1.5801
17/08/2016,1.5339
18/08/2016,1.42
19/08/2016,1.9202
22/08/2016,1.7528
23/08/2016,1.4597
24/08/2016,1.4985
25/08/2016,1.8784
26/08/2016,1.611
29/08/2016,1.4684
30/08/2016,1.6588
31/08/2016,2.2352
01/09/2016,2.0368
02/09/2016,2.2284
06/09/2016,1.5672
07/09/2016,2.0112
08/09/2016,1.8659
09/09/2016,2.1078
12/09/2016,1.5642
13/09/2016,1.6451
14/09/2016,1.5339
15/09/2016,1.6379
16/09/2016,1.7454
19/09/2016,1.7253
20/09/2016,1.5449
21/09/2016,2.1602
22/09/2016,1.6319
23/09/2016,2.1384
26/09/2016,1.8473
27/09/2016,1.6839
28/09/2016,1.494
29/09/2016,1.8451
30/09/2016,1.7333
03/10/2016,1.9781
04/10/2016,1.6831
05/10/2016,1.8055
06/10/2016,1.9035
07/10/2016,1.8331
10/10/2016,1.7884
11/10/2016,1.6397
12/10/2016,2.0569
13/10/2016,1.6575
14/10/2016,1.7191
17/10/2016,1.6673
18/10/2016,1.4872
19/10/2016,1.6179
20/10/2016,1.462
21/10/2016,2.0243
24/10/2016,2.2182
25/10/2016,2.0554
26/10/2016,1.4332
27/10/2016,1.5287
28/10/2016,1.9442
31/10/2016,1.7825
01/11/2016,1.9711
02/11/2016,1.5709
03/11/2016,1.8786
04/11/2016,2.0107
07/11/2016,1.7455
08/11/2016,2.1622
09/11/2016,1.5526
10/11/2016,1.2968
11/11/2016,1.8522
14/11/2016,1.2398
15/11/2016,1.3497
16/11/2016,1.1796
17/11/2016,1.1399
